CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
777038568,03/31/2018,12:18:00,03/31/2018,12:20:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,988541,217798,40.764488811,-73.984511177,"(40.764488811, -73.984511177)"
223895164,03/31/2018,12:15:00,03/31/2018,12:16:00,03/31/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,989110,209843,40.742654056,-73.982462866,"(40.742654056, -73.982462866)"
803493630,03/31/2018,12:15:00,03/31/2018,12:45:00,03/31/2018,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,FRONT OF,STREET,,,1029222,254780,40.86588055,-73.837407405,"(40.86588055, -73.837407405)"
957932062,03/31/2018,12:15:00,03/31/2018,12:30:00,03/31/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,989884,208236,40.73824278,-73.979671032,"(40.73824278, -73.979671032)"
838699301,03/31/2018,12:15:00,03/31/2018,12:20:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,FRONT OF,STREET,,,1000472,230833,40.800252583,-73.941409462,"(40.800252583, -73.941409462)"
300807399,03/31/2018,12:15:00,03/31/2018,12:30:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,CHAIN STORE,,,953533,146811,40.569593176,-74.110564608,"(40.569593176, -74.110564608)"
606668100,03/31/2018,12:15:00,03/31/2018,12:20:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1014022,251201,40.856121627,-73.892378083,"(40.856121627, -73.892378083)"
400196332,03/31/2018,12:15:00,03/31/2018,13:15:00,03/31/2018,343,OTHER OFFENSES RELATED TO THEF,478,"THEFT OF SERVICES, UNCLASSIFIE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,TAXI (LIVERY LICENSED),,,1000532,181187,40.663986422,-73.94131288,"(40.663986422, -73.94131288)"
630086008,03/31/2018,12:10:00,03/31/2018,12:50:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,,,942461,152148,40.5841969,-74.150450235,"(40.5841969, -74.150450235)"
916689988,03/31/2018,12:00:00,03/31/2018,12:02:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,FRONT OF,STREET,,,1005041,234533,40.810398494,-73.924895311,"(40.810398494, -73.924895311)"
568358414,03/31/2018,12:00:00,03/31/2018,12:10:00,03/31/2018,109,GRAND LARCENY,401,"LARCENY,GRAND BY ACQUIRING LOS",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,67,FRONT OF,STREET,,,1009500,176761,40.651816996,-73.909004262,"(40.651816996, -73.909004262)"
563991501,03/31/2018,12:00:00,03/31/2018,12:10:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,CHAIN STORE,,,1009866,187273,40.680669038,-73.907645314,"(40.680669038, -73.907645314)"
226862277,03/31/2018,12:00:00,03/31/2018,20:30:00,03/31/2018,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,,,993951,184198,40.672260603,-73.965029797,"(40.672260603, -73.965029797)"
930420044,03/31/2018,12:00:00,03/31/2018,13:00:00,03/31/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESTAURANT/DINER,,,1009141,183299,40.669763375,-73.910273908,"(40.669763375, -73.910273908)"
335098347,03/31/2018,12:00:00,03/31/2018,12:30:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,RESIDENCE - APT. HOUSE,,,999507,190206,40.688743368,-73.944987081,"(40.688743368, -73.944987081)"
552677305,03/31/2018,11:50:00,03/31/2018,11:58:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,60,REAR OF,PARKING LOT/GARAGE (PUBLIC),,,991938,149953,40.578267232,-73.972325564,"(40.578267232, -73.972325564)"
315971458,03/31/2018,11:50:00,03/31/2018,12:15:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,CLOTHING/BOUTIQUE,,,1005754,181418,40.664609324,-73.922489422,"(40.664609324, -73.922489422)"
401098733,03/31/2018,11:50:00,03/31/2018,12:15:00,03/31/2018,113,FORGERY,725,"FORGERY,M.V. REGISTRATION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,,STREET,,,1055757,185920,40.676703619,-73.742204542,"(40.676703619, -73.742204542)"
831823276,03/31/2018,11:45:00,03/31/2018,12:15:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,,STREET,,,987942,206685,40.733986692,-73.986679632,"(40.733986692, -73.986679632)"
996716428,03/31/2018,11:45:00,03/31/2018,11:50:00,03/31/2018,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1011779,246746,40.843901255,-73.900504632,"(40.843901255, -73.900504632)"
605875424,03/31/2018,11:43:00,,,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,,STREET,,,1010913,183167,40.669395905,-73.903886697,"(40.669395905, -73.903886697)"
150585200,03/31/2018,11:40:00,03/31/2018,11:42:00,03/31/2018,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,GAS STATION,,,998897,178285,40.656023927,-73.947212548,"(40.656023927, -73.947212548)"
378608061,03/31/2018,11:40:00,03/31/2018,12:00:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE-HOUSE,,,1008179,176529,40.651183875,-73.913765766,"(40.651183875, -73.913765766)"
669749111,03/31/2018,11:35:00,,,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE-HOUSE,,,1038885,200895,40.71792662,-73.802909739,"(40.71792662, -73.802909739)"
473848778,03/31/2018,11:30:00,03/31/2018,12:04:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,DRUG STORE,,,991854,216411,40.760679624,-73.972553,"(40.760679624, -73.972553)"
822533540,03/31/2018,11:30:00,03/31/2018,11:40:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CLOTHING/BOUTIQUE,,,987873,212315,40.74943967,-73.986925574,"(40.74943967, -73.986925574)"
518767185,03/31/2018,11:30:00,03/31/2018,11:40:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,FOOD SUPERMARKET,,,1031438,215707,40.758624675,-73.829670268,"(40.758624675, -73.829670268)"
245355351,03/31/2018,11:30:00,,,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,,,1010752,242586,40.832486409,-73.904232905,"(40.832486409, -73.904232905)"
702873134,03/31/2018,11:30:00,03/31/2018,17:15:00,03/31/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,,,982331,171730,40.63804377,-74.0069158,"(40.63804377, -74.0069158)"
243509942,03/31/2018,11:30:00,03/31/2018,17:30:00,03/31/2018,110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,FRONT OF,RESIDENCE-HOUSE,,,933550,139959,40.550694042,-74.182440144,"(40.550694042, -74.182440144)"
777004680,03/31/2018,11:30:00,03/31/2018,12:35:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,,,1017438,185637,40.676153441,-73.880353252,"(40.676153441, -73.880353252)"
779653607,03/31/2018,11:30:00,03/31/2018,12:00:00,03/31/2018,126,MISCELLANEOUS PENAL LAW,461,UNAUTHORIZED USE VEHICLE 2,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,COMMERCIAL BUILDING,,,987383,191907,40.693424816,-73.988703543,"(40.693424816, -73.988703543)"
424056635,03/31/2018,11:25:00,03/31/2018,11:30:00,03/31/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,GROCERY/BODEGA,,,996988,186039,40.677309885,-73.954078077,"(40.677309885, -73.954078077)"
853889104,03/31/2018,11:20:00,03/31/2018,11:25:00,03/31/2018,126,MISCELLANEOUS PENAL LAW,199,AGGRAVATED CRIMINAL CONTEMPT,COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1044122,155673,40.593768616,-73.7844192,"(40.593768616, -73.7844192)"
667456265,03/31/2018,11:20:00,03/31/2018,11:25:00,03/31/2018,126,MISCELLANEOUS PENAL LAW,199,AGGRAVATED CRIMINAL CONTEMPT,COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,101,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1044122,155673,40.593768616,-73.7844192,"(40.593768616, -73.7844192)"
913374117,03/31/2018,11:20:00,03/31/2018,11:30:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,,,1001651,234104,40.809228335,-73.937142575,"(40.809228335, -73.937142575)"
995409693,03/31/2018,11:20:00,03/31/2018,11:35:00,03/31/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,STREET,,,1004277,217292,40.763078331,-73.92770661,"(40.763078331, -73.92770661)"
898931648,03/31/2018,11:11:00,03/31/2018,11:21:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,OTHER,,,989250,180623,40.662451925,-73.981979329,"(40.662451925, -73.981979329)"
500866221,03/31/2018,11:10:00,03/31/2018,13:00:00,03/31/2018,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",ATTEMPTED,MISDEMEANOR,OTHER,BROOKLYN,77,INSIDE,OTHER,,,997317,186382,40.678250863,-73.952891293,"(40.678250863, -73.952891293)"
361161292,03/31/2018,11:09:00,03/31/2018,11:10:00,03/31/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,,STREET,,,987296,201153,40.71880294,-73.989013092,"(40.71880294, -73.989013092)"
555702273,03/31/2018,11:05:00,03/31/2018,11:10:00,03/31/2018,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,987078,215157,40.757240531,-73.989793637,"(40.757240531, -73.989793637)"
222929363,03/31/2018,11:00:00,03/31/2018,12:00:00,03/31/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,COMMERCIAL BUILDING,,,984623,209859,40.742699299,-73.99865538,"(40.742699299, -73.99865538)"
759918657,03/31/2018,11:00:00,03/31/2018,11:15:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,,,1065224,211398,40.746552758,-73.707767942,"(40.746552758, -73.707767942)"
142372922,03/31/2018,11:00:00,03/31/2018,18:05:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,STREET,,,996015,232678,40.80532366,-73.957504395,"(40.80532366, -73.957504395)"
791702521,03/31/2018,11:00:00,03/31/2018,11:15:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1014898,240241,40.826036645,-73.889261503,"(40.826036645, -73.889261503)"
207717251,03/31/2018,11:00:00,03/31/2018,11:10:00,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,BEAUTY & NAIL SALON,,,995971,173670,40.643361109,-73.957766091,"(40.643361109, -73.957766091)"
750671790,03/31/2018,11:00:00,03/31/2018,14:00:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE - APT. HOUSE,,,1022488,207100,40.735043882,-73.862025325,"(40.735043882, -73.862025325)"
877588288,03/31/2018,11:00:00,,,03/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1026229,257291,40.872787209,-73.848212696,"(40.872787209, -73.848212696)"
250260123,03/31/2018,11:00:00,,,03/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,INSIDE,COMMERCIAL BUILDING,,,1046868,191484,40.69204282,-73.774199289,"(40.69204282, -73.774199289)"
903151746,03/31/2018,11:00:00,03/31/2018,11:05:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,RESIDENCE - APT. HOUSE,,,1002180,182672,40.668059233,-73.935368707,"(40.668059233, -73.935368707)"
437111163,03/31/2018,11:00:00,,,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1006949,246413,40.843001004,-73.917962599,"(40.843001004, -73.917962599)"
495715315,03/31/2018,10:56:00,03/31/2018,11:18:00,03/31/2018,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,,STREET,,,1027577,254536,40.865219072,-73.843356386,"(40.865219072, -73.843356386)"
808148040,03/31/2018,10:50:00,03/31/2018,12:50:00,03/31/2018,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,REAR OF,PARKING LOT/GARAGE (PRIVATE),,,1032287,220270,40.771144338,-73.826573093,"(40.771144338, -73.826573093)"
364274964,03/31/2018,10:45:00,03/31/2018,14:00:00,03/31/2018,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,FRONT OF,STREET,,,987573,183844,40.671293643,-73.98802236,"(40.671293643, -73.98802236)"
372847703,03/31/2018,10:40:00,03/31/2018,10:44:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BROOKLYN,94,REAR OF,RESIDENCE - PUBLIC HOUSING,,COOPER PARK,1001064,200639,40.717376682,-73.939346736,"(40.717376682, -73.939346736)"
933270142,03/31/2018,10:35:00,03/31/2018,10:56:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1025621,258786,40.876893389,-73.850401882,"(40.876893389, -73.850401882)"
270783545,03/31/2018,10:30:00,03/31/2018,10:45:00,03/31/2018,355,OFFENSES AGAINST THE PERSON,115,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,,,1003920,192322,40.694542592,-73.929068319,"(40.694542592, -73.929068319)"
595431230,03/31/2018,10:30:00,03/31/2018,10:40:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1004026,180815,40.662958251,-73.928719831,"(40.662958251, -73.928719831)"
820815397,03/31/2018,10:30:00,03/31/2018,11:00:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,,,1023914,257054,40.872147424,-73.85658472,"(40.872147424, -73.85658472)"
748931830,03/31/2018,10:30:00,03/31/2018,10:35:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,,STREET,,,996272,201903,40.720853867,-73.956631105,"(40.720853867, -73.956631105)"
129991571,03/31/2018,10:30:00,03/31/2018,10:45:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,OTHER,,,986800,203768,40.725980641,-73.990801407,"(40.725980641, -73.990801407)"
218653063,03/31/2018,10:25:00,03/31/2018,10:30:00,03/31/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,,,987220,212676,40.750430768,-73.989282176,"(40.750430768, -73.989282176)"
168340670,03/31/2018,10:20:00,03/31/2018,10:35:00,03/31/2018,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,ATM,,,987655,212901,40.75104818,-73.987712067,"(40.75104818, -73.987712067)"
163329037,03/31/2018,10:20:00,03/31/2018,10:30:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,,,1016824,182391,40.667246186,-73.882582505,"(40.667246186, -73.882582505)"
842708217,03/31/2018,10:15:00,03/31/2018,10:18:00,03/31/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,,COMMERCIAL BUILDING,,,1042016,196143,40.704863655,-73.791655702,"(40.704863655, -73.791655702)"
508880017,03/31/2018,10:15:00,03/31/2018,10:18:00,03/31/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,COMMERCIAL BUILDING,,,998583,222146,40.776412362,-73.948250846,"(40.776412362, -73.948250846)"
194116704,03/31/2018,10:04:00,,,03/31/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,CHAIN STORE,,,1012887,253829,40.863338448,-73.896469785,"(40.863338448, -73.896469785)"
551042470,03/31/2018,10:00:00,,,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,109,FRONT OF,STREET,,,1032980,218957,40.767536708,-73.824080676,"(40.767536708, -73.824080676)"
476497608,03/31/2018,10:00:00,03/31/2018,10:05:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1007348,235180,40.812168599,-73.916559202,"(40.812168599, -73.916559202)"
387602580,03/31/2018,10:00:00,03/31/2018,10:30:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,1055148,201343,40.719040887,-73.74423775,"(40.719040887, -73.74423775)"
973147081,03/31/2018,10:00:00,03/31/2018,10:15:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,,,1053904,199370,40.713635377,-73.748745855,"(40.713635377, -73.748745855)"
968542918,03/31/2018,10:00:00,03/31/2018,13:20:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,1051810,156273,40.595360222,-73.756731008,"(40.595360222, -73.756731008)"
484866577,03/31/2018,10:00:00,03/31/2018,19:00:00,03/31/2018,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,GLEBE AVENUE-WESTCHESTER AVENUE,1025661,243553,40.835083222,-73.850351342,"(40.835083222, -73.850351342)"
557363712,03/31/2018,10:00:00,03/31/2018,10:30:00,03/31/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,,RESIDENCE-HOUSE,,,1055512,200454,40.716597881,-73.742934044,"(40.716597881, -73.742934044)"
397636501,03/31/2018,10:00:00,03/31/2018,10:30:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,88,INSIDE,RESIDENCE - PUBLIC HOUSING,,WHITMAN,991368,192539,40.695157203,-73.97433258,"(40.695157203, -73.97433258)"
641591055,03/31/2018,10:00:00,03/31/2018,14:00:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,STREET,,,955842,168672,40.629604861,-74.102345508,"(40.629604861, -74.102345508)"
984164476,03/31/2018,10:00:00,03/31/2018,19:00:00,03/31/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,,,1002729,177049,40.65262421,-73.933405121,"(40.65262421, -73.933405121)"
942659258,03/31/2018,10:00:00,03/31/2018,10:05:00,03/31/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,110,,STREET,,,1022365,211225,40.7463665,-73.862445779,"(40.7463665, -73.862445779)"
401822978,03/31/2018,09:55:00,03/31/2018,10:00:00,03/31/2018,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,,,992022,228653,40.794280547,-73.971932406,"(40.794280547, -73.971932406)"
137178195,03/31/2018,09:50:00,03/31/2018,20:00:00,03/31/2018,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,FRONT OF,CHAIN STORE,,,1015420,169512,40.631901201,-73.887702988,"(40.631901201, -73.887702988)"
